text,count
heaven,3
place,14
swirls,1
grand,2
dame,1
accent,1
hellooo,1
live,10
starts,46
giggling,1
agents,1
must,2
be,67
altitude,1
laughs,23
rooftop,1
terrace,4
what,118
nirvana,1
your,82
wife,4
has,28
quite,5
sense,2
humor,1
cool,2
quick,5
no,130
boyfriend,5
follow,4
lagging,1
behind,16
aren,5
t,207
introduced,1
point,11
taken,3
now,50
ll,45
man,25
friend,5
sounds,5
dog,29
well,48
fits,1
gives,14
swats,1
ass,3
gently,10
bedroom,27
lead,2
windows,3
high,6
ceilings,1
master,7
hideous,1
hate,2
hurts,2
eyes,30
taking,6
available,3
nasty,1
divorce,2
there,99
fight,1
small,9
yes,25
room,51
size,4
hmmm,4
understand,4
build,1
better,12
aghast,1
welcome,4
home,25
baby,19
afford,2
screams,6
joy,1
shock,3
thrilled,3
nyc,5
christie,5
auction,12
picking,2
check,5
coffee,11
or,22
which,6
says,6
redo,1
kitchen,14
needs,5
work,18
but,91
don,62
`cause,6
sweaters,2
stove,1
bought,4
going,52
right,40
own,5
keeping,3
please,17
haven,8
figured,3
all,88
details,2
m,138
smart,4
figure,3
comfortable,2
want,58
being,14
stop,16
worrying,2
me,147
ahead,2
feel,18
jealous,3
puts,13
arm,10
living,5
manhattan,7
fine,9
magazine,10
said,24
whoever,1
wrote,2
lives,3
hey,11
hollywood,4
christies,1
finishes,2
call,20
jones,6
jerrod,2
manager,1
`till,1
monday,2
hangs,11
reach,1
flight,2
am,22
excited,14
bustling,2
types,8
rare,1
occasion,1
brought,5
socialites,1
trendies,1
yuppies,1
yentas,1
move,12
past,12
elderly,1
yenta,2
who,41
pushing,1
enter,2
filled,5
dramatically,1
jewelry,5
cases,1
amazing,5
walls,2
gallery,1
large,12
photos,2
raven,1
haired,2
woman,32
captured,1
candid,1
poses,3
various,2
social,2
events,1
blair,1
elkenn,1
waitress,20
turned,6
model,5
actress,1
billionaire,1
girlfriend,1
came,8
find,11
herself,11
unceremoniously,1
page,11
catalogues,1
blackberry,1
getting,12
ultimate,2
break,7
revenge,1
embarrassing,2
public,7
had,42
given,3
happy,27
floating,1
case,4
eye,4
level,3
unique,1
flower,3
ring,12
made,13
diamonds,2
beauty,1
saw,12
catalogue,1
essence,1
kind,4
fire,2
too,12
spend,5
some,27
hard,11
earned,1
money,8
coming,13
sleep,8
blonde,3
neurosurgeon,1
sleeps,1
every,24
hot,20
doctor,5
hospital,7
great,14
wait,16
ever,32
weirded,1
seeing,2
think,33
sometimes,3
alone,14
masturbate,1
people,24
say,35
golden,1
age,6
television,4
besides,4
fake,1
doing,7
actually,2
kinda,4
everyone,12
kidding,1
beat,69
then,82
been,31
seven,4
plot,1
twist,2
distinguished,1
auctioneer,18
podium,1
item,1
ready,12
electric,1
buzz,1
crowd,5
schadenfreude,1
word,7
pleasure,2
misfortune,1
jewelryfreude,1
bidding,2
ten,4
thousand,4
raises,14
number,11
nods,40
thank,12
madame,1
hear,14
fifteen,2
business,9
bitch,1
gloves,3
five,28
widen,7
fair,1
hand,28
forty,11
deserve,3
fi,1
quickly,8
fifty,9
only,19
long,16
loud,2
fucking,3
ripples,1
glares,2
rival,1
almost,6
daring,1
afraid,6
disappointed,3
sixty,3
our,22
bidder,1
draw,1
line,6
shakes,18
head,30
rubs,3
ladies,5
primping,1
mirror,6
thought,18
would,24
fun,6
sad,8
voiced,4
overhears,1
isn,5
really,31
huh,1
funny,5
cause,1
till,5
weren,1
told,6
didn,30
times,10
ride,1
locked,3
anywhere,2
such,3
shame,1
fell,6
catches,6
sublet,13
takes,28
bright,2
red,13
lobster,2
pot,1
tongs,1
places,15
cooked,1
cooking,3
island,1
sipping,3
wine,5
creatures,1
gonna,8
sit,14
sitting,32
thinking,16
husk,2
winks,2
ears,2
corn,3
chopping,1
tomatoes,1
sell,2
put,15
basically,1
paying,1
mortgage,1
glorified,1
write,6
office,10
plenty,2
ours,4
happen,12
mean,11
legal,3
rights,1
built,1
silence,13
thinks,6
chops,1
husks,1
did,30
option,2
hits,9
assuming,1
happens,3
assume,1
chop,2
wouldn,3
mind,6
okay,19
should,16
diamond,5
deal,7
shake,5
gotta,4
stuff,6
modern,3
restaurant,31
crowded,5
serious,4
lunch,9
moving,7
future,3
wider,2
makes,6
forward,5
decided,5
charlottes,1
top,11
lungs,1
entire,3
deaf,1
disgruntled,1
half,7
address,4
diners,3
sorry,29
engaged,1
bursts,2
applause,1
slumps,1
chair,11
pulls,12
sweater,2
collar,1
mortified,2
literally,1
ringing,2
ear,5
management,2
sleek,2
stairway,1
cell,13
rings,11
fendi,2
intercut,9
pink,8
swarovski,1
crystal,1
covered,4
decision,3
hope,3
honey,17
finally,6
botox,6
telling,3
talk,21
saying,6
stairs,12
blow,3
ups,3
covers,7
chic,2
space,5
last,27
week,13
started,4
options,1
sounded,1
believe,15
marriage,13
works,1
time,42
receptionist,1
messages,1
person,6
hold,6
short,2
list,10
sexiest,1
alive,1
catch,3
town,2
dismissed,1
closes,15
rounds,3
corner,6
hello,10
random,1
ya,1
guess,7
mess,3
aidan,1
never,32
file,5
extra,1
paper,6
bill,1
feels,4
different,8
cliche,1
romantic,7
kneeling,3
knee,3
grown,3
spending,2
thing,23
maid,2
honor,2
painful,1
unnecessary,1
names,1
anthony,41
makeup,1
vanity,1
notebook,1
seventy,6
six,16
guests,4
wedding,41
gift,5
marantino,2
planner,1
crosses,1
shocked,5
borderline,1
anyway,2
throat,2
decisive,1
location,1
found,5
gets,18
goes,19
grab,4
anticipation,2
simple,5
vintage,2
deflate,1
exact,1
reaction,4
aiming,1
marry,3
label,7
shop,4
bride,11
wore,2
heads,5
back,70
worry,1
shoes,9
low,5
voice,3
invitation,1
fancier,1
c,29
heard,7
family,2
italian,1
clothes,10
magda,24
spaghetti,2
sauce,1
marinara,1
geese,1
relax,2
finished,2
brief,2
bathroom,10
wash,1
packing,2
action,3
figures,2
exhausted,1
woke,2
sips,20
cappuccino,4
foam,5
lip,7
milk,1
licks,3
pleased,3
criticizing,1
cute,4
cup,5
putting,8
tell,14
hers,2
shirt,1
yeah,18
already,7
late,18
hours,5
remember,2
side,22
snow,4
ground,4
breakfast,7
table,40
booster,1
seat,3
coloring,8
cinderella,10
helping,1
blue,1
crayon,4
often,3
guys,10
indicates,5
continues,10
color,6
knew,10
lock,2
flown,1
miles,2
use,6
doesn,5
means,2
repeating,1
enough,2
box,16
asking,1
searching,3
equivalent,1
wanted,12
change,6
positions,2
shades,1
kept,4
trying,5
longer,3
full,4
job,5
play,3
groups,1
pta,1
mother,5
law,2
rest,8
advancing,1
alzheimer,2
end,7
most,8
exciting,2
meant,6
phase,2
couple,11
worse,5
months,8
dry,1
spell,1
bet,1
will,27
colors,1
rarely,1
stays,1
inside,11
lines,2
whoops,1
resumes,2
helpful,1
sunset,5
freshly,1
showered,1
chaise,1
lounge,1
robe,3
send,7
underwear,6
bulge,2
far,2
basket,1
removes,1
black,3
velvet,1
petal,1
buy,3
myself,9
give,10
anniversary,1
met,7
today,7
idea,4
clear,2
nod,5
second,3
favorite,2
kisses,14
touched,9
bit,3
oral,1
babe,3
b,24
studio,1
workout,4
before,12
consider,2
normal,2
certainly,2
leans,10
leads,7
reaching,1
laying,5
sound,6
asleep,7
clock,5
reads,12
jacuzzi,4
glass,13
bored,4
merlot,1
orgasms,1
hears,3
moaning,2
tub,1
neighbor,8
dante,13
stick,3
wild,1
naked,6
learned,2
enters,22
ish,1
candle,1
soft,2
john,11
curtains,1
steps,6
against,7
jamb,1
sliding,1
body,6
glasses,8
wall,4
journal,1
hops,1
library,15
stand,7
lean,1
lifts,6
slides,2
nestles,2
leaning,2
smell,1
smells,2
letters,2
men,5
volume,2
classmates,1
voltaire,3
napoleon,2
dearest,1
josephine,1
wake,2
consumed,1
thoughts,3
typical,2
punches,1
read,4
research,1
interesting,3
stay,8
tuned,1
again,25
listen,2
beethoven,3
bring,3
ludwig,1
immortal,1
beloved,2
wholly,1
calm,3
consideration,1
existence,1
achieve,1
purpose,1
continue,1
misjudge,1
faithful,1
heart,7
thine,2
mine,5
sentiment,1
air,4
letter,8
fax,2
count,1
secretary,1
sent,1
mock,1
these,8
separated,1
loves,4
wars,1
hundreds,1
hi,13
forehead,1
sincere,2
writing,6
alright,4
speaks,2
romantically,1
loving,3
singing,1
minnie,1
ripperton,1
la,9
ooooooooooooooo,1
massacre,1
notes,1
runs,11
stone,2
lions,1
entrance,4
while,16
female,2
guard,6
checks,2
contents,2
purse,14
floral,2
delivery,5
carrying,7
arrangement,2
flowers,6
calls,13
points,8
tables,3
set,7
arrive,6
tip,1
toes,2
bar,11
dinner,11
gushy,1
silly,3
story,1
surrounded,8
lesser,1
stories,1
partitioned,2
weddings,1
winces,1
stung,1
judge,3
friends,10
ham,2
eggs,2
bucket,1
cold,3
upset,11
hurt,5
whisper,2
softens,1
shhhh,2
eyebrow,2
elaine,17
zaftig,1
jewish,1
nice,6
writes,2
gal,4
column,1
post,5
rather,2
weight,3
yep,4
delighted,1
tearful,1
hugs,6
marrying,5
dining,10
charles,1
spaniel,1
mutts,1
floor,14
pages,1
notices,10
newspaper,1
above,1
mention,2
cordless,1
manolos,3
financier,1
james,7
preston,10
proving,1
gals,1
ending,2
stanford,40
weekly,1
gossip,1
session,2
known,3
dish,1
dash,1
according,2
certain,3
trashy,1
tome,1
rumor,1
question,3
eating,13
rule,2
pays,1
scream,2
gush,2
mid,3
gay,1
seemed,1
went,9
forgot,5
charge,1
gaggle,1
gays,1
nail,1
salon,4
bitsy,9
von,1
muffling,1
socialite,1
running,10
pedicure,1
pads,1
stuck,2
between,3
painted,1
gushes,1
mazel,3
tov,3
september,2
october,1
realizes,2
feet,4
sidewalk,2
probably,3
trichinoses,1
turning,1
invite,2
stunned,8
shocking,1
plethora,1
autumn,4
calenders,1
knowledge,1
indeed,1
vogue,21
offices,3
reception,2
area,9
expect,1
editor,3
enid,16
stunning,3
icy,1
annual,1
issue,5
interviewing,1
featured,1
brilliant,3
bridal,3
couture,2
once,7
lifetime,1
opportunity,1
spare,1
faux,1
soul,1
flattered,1
designers,1
photographers,1
airbrushing,1
sensation,1
calling,10
hardly,1
photographed,2
gown,21
without,6
unintended,1
diane,1
arbus,1
subtext,1
briefly,1
halston,1
creme,1
shoulder,3
grecian,1
bodice,1
waistline,1
dramatic,2
flair,1
fabric,2
sleeves,1
formed,1
oval,1
draping,1
sides,2
husband,4
trip,2
paris,1
insisted,1
party,13
delicately,1
fiancee,1
expressed,1
any,7
interest,1
none,3
may,8
shot,1
shoot,4
vera,2
wang,2
hair,10
stylists,1
crew,2
watching,12
signal,1
approval,2
tentative,2
gene,1
bigger,2
photographer,1
working,10
flash,9
wednesday,2
morning,5
carolina,1
herrera,1
famous,6
iPhone,3
photograph,1
beeps,1
announcing,1
arrival,1
appetizers,1
oscar,1
de,1
renta,1
lanvin,1
lacroix,1
dior,2
final,3
sensational,1
topper,1
beyond,2
dessert,1
vivienne,3
westwood,3
moved,4
confection,1
special,2
wipes,2
tear,3
could,21
wring,1
unbelieving,1
tied,2
lush,2
ribbon,2
impossible,1
happened,11
pulling,2
tissue,1
note,4
engraved,1
card,5
belongs,1
cheers,1
peeks,3
hanging,4
dwarfing,1
kicked,1
sweet,2
closed,4
slung,1
construction,1
debris,1
stopping,1
double,5
revealing,6
oversized,1
shelves,2
proud,6
mister,1
first,15
sight,3
lid,3
pair,1
heels,7
happening,3
quietly,1
sold,3
fast,2
sign,3
priced,1
buzzes,2
pushes,8
intercom,1
food,6
done,12
seventeen,2
purple,1
toss,4
yellow,1
storage,2
carry,2
luggage,2
lot,6
shit,6
attention,2
payed,1
bottle,10
champagne,4
cheer,1
cheering,1
collection,1
cd,2
tapes,1
albums,1
music,6
run,10
dmc,1
aerosmith,1
outfit,8
drinking,5
signs,2
vote,2
tight,3
tutu,1
keeps,2
training,1
underpants,1
outstretched,1
draped,1
took,4
days,9
eight,3
leaves,11
tea,2
mary,6
lost,9
lt,1
groceries,1
tomorrow,6
maybe,12
birthday,2
twins,1
strange,1
matter,2
crying,5
ma,1
hadn,1
follows,5
killing,3
stops,16
wasn,10
bottom,4
burst,1
tears,6
unsure,2
surprise,4
sleepover,2
boy,4
mommy,4
concerned,7
peanut,2
butter,2
powder,4
toilet,1
sink,1
apparently,2
repays,1
furious,1
dressed,5
sake,2
instincts,1
throws,12
exits,3
mercer,2
hotel,11
piece,5
couch,7
playing,4
hooded,1
actor,1
type,4
slumped,1
texting,2
brunch,1
sadder,1
staying,4
salt,2
plus,4
downtown,2
things,13
pick,4
allowed,3
handling,1
devastated,5
begs,1
forgive,6
barely,1
anyone,7
slip,1
justification,1
cheating,3
part,4
violation,1
trust,6
cheat,2
handle,3
brave,1
softly,3
aA,2
beach,13
anaka,5
zen,1
key,6
chef,2
plates,2
thanks,9
affair,1
eats,3
pause,2
datebook,1
seriously,3
directly,2
legs,3
sees,11
position,1
spins,1
tray,6
edge,2
mentioned,3
problems,1
necessary,1
won,14
anymore,2
sunday,1
starting,3
upside,1
den,5
emails,6
email,11
jjpny,3
com,7
clicks,7
crunch,1
contractor,2
pushed,2
date,1
nope,2
unless,1
planning,1
guest,1
hundred,8
jesus,2
blame,3
publications,1
uttered,1
sentence,3
explain,1
poker,1
upped,1
ante,1
seen,6
whole,4
reason,4
lap,6
adjusts,3
uncomfortable,1
vows,3
reminder,1
pressure,1
finish,1
sort,1
helps,2
circus,1
third,1
information,1
sooner,1
tension,2
wardrobe,2
brushing,2
teeth,2
vulnerable,1
suggesting,3
avoid,2
buries,1
chest,1
relieved,3
exhales,5
buddakan,9
gathered,4
beautifully,2
applauds,1
restauant,3
desserts,1
served,1
prepares,1
speak,1
spoon,2
quiet,2
tradition,1
rehearsal,4
group,4
whoop,1
laughter,3
toast,4
groom,5
somewhere,2
karl,8
businessman,1
joking,1
firm,1
jerk,2
charm,1
dick,5
wad,1
speaking,5
whooo,1
doubt,1
careful,1
observation,1
doubts,1
add,1
hopin,1
choice,2
jackass,1
smoking,4
cigars,1
chuckle,1
fades,3
pain,3
guilt,1
embarrassment,1
bother,1
bothering,1
ask,2
trapped,3
talked,2
blood,1
drains,1
return,3
possibly,1
broke,9
broken,3
scene,4
paralyzed,1
daggers,1
changed,1
rattled,1
crazy,3
ruins,1
shaken,1
scotch,3
skipped,1
commence,1
miss,7
kill,3
glimmer,1
scares,1
scared,1
tired,2
fixes,1
matching,2
robes,2
ribbons,3
pj,2
sat,1
louisa,1
alcott,1
secretly,1
belong,1
fifteenth,1
ha,2
hilarious,1
pokes,1
rolls,2
wants,3
answer,3
sweetie,7
silent,2
bootie,4
child,5
answers,4
blocking,2
casual,1
study,4
groomie,1
screw,5
screwed,4
twice,1
nobody,1
news,4
both,8
alert,2
hearing,1
writer,2
vow,2
professional,1
swear,2
try,1
credit,2
deep,2
terrified,2
sharing,1
wide,2
awake,2
focused,1
earrings,1
moment,3
words,6
adorable,1
under,7
flurry,2
activity,1
attaching,1
veil,4
assist,1
needed,1
pantry,2
doorway,4
toasted,1
bagel,1
bite,1
carefully,1
whose,1
jerked,1
rip,1
distracted,1
situation,2
sharp,1
pacing,2
rested,1
emergency,1
tosses,4
damage,2
friggin,1
addresses,2
queen,4
highness,1
nothing,10
breathing,1
puzzled,1
drops,4
carries,4
company,1
jaded,1
yorkers,2
passing,4
awe,1
sedan,1
fuss,1
driver,5
raoul,9
car,24
soon,4
sweetheart,2
gifts,3
chuckles,1
problem,2
ignore,1
attitude,1
traffic,3
concern,1
parked,3
watch,5
cigarettes,1
drag,1
cigarette,1
thrown,4
knocks,4
process,1
climbing,1
limo,11
sinks,1
hurry,2
tux,1
shorts,1
socks,2
pillow,4
clicking,1
marble,2
gasps,1
overjoyed,1
kneels,2
hug,4
fluffs,1
weird,5
super,2
minutes,1
controlled,1
dials,2
worried,1
waits,2
hour,2
answering,4
anxiety,1
escaping,2
expecting,2
slips,3
lands,1
plea,1
gestures,1
horror,3
echoes,1
speechless,3
slams,1
pale,1
staring,2
drives,2
sudden,1
realization,1
fuck,3
st,16
pull,4
powers,1
resting,1
listless,1
apologetically,1
screeches,2
halt,2
flies,1
leaps,1
bouquet,4
freaked,1
minute,1
violent,2
direct,1
hit,3
recoils,1
wounded,2
ducks,1
protection,2
roof,1
breaking,1
apart,2
flying,1
waist,1
humiliated,1
arrived,1
falls,5
whips,1
stares,1
tracks,1
brant,1
cafe,1
pours,3
customer,1
riveted,1
cab,10
honks,1
road,4
dazed,1
hermes,1
blanket,1
wrapped,3
vodka,3
paces,1
iPHONE,1
extreme,1
drunk,2
soulfully,1
jilted,3
hell,2
perfectly,3
called,6
nowhere,3
forever,2
eat,9
others,1
hungry,1
minds,1
beef,1
fish,1
vegetarian,1
meals,1
hire,2
wear,2
honeymoon,9
silver,1
lining,1
mexican,25
resort,23
paid,1
because,8
death,2
tucks,1
sleeping,2
chinese,4
doll,2
showed,2
totally,2
cutting,1
energized,1
couldn,6
booked,1
seats,3
mexico,5
completely,3
deeply,1
tropical,3
view,7
sun,8
setting,1
ocean,5
golf,1
cart,3
bend,1
blows,2
breeze,1
firmly,1
private,3
splendor,1
arrives,4
paulo,6
butler,1
drinks,3
surprised,2
effortlessly,1
buenos,2
dias,1
followed,1
drink,5
confused,3
mrs,3
familiar,1
main,2
bungalow,1
splashes,1
suite,2
rose,7
petals,2
scattered,1
shape,1
throwing,1
intense,1
important,2
entry,1
romance,2
porter,1
hides,1
acknowledging,1
crawls,1
floods,2
shutters,3
closing,3
slowly,2
shuttered,1
darkness,1
sunlight,1
straining,1
cracks,2
stirs,1
waking,1
dream,1
dusk,1
slept,1
tingling,1
wakes,1
bowl,2
yogurt,2
pillows,1
feeds,2
spoonful,1
patio,6
packaged,1
snack,1
pack,2
chocolate,1
pudding,6
peels,1
fresh,1
crap,1
safe,2
poughkeepsie,1
chance,3
star,1
squints,1
suits,1
magazines,2
stretching,1
wax,3
swimsuit,2
crotch,2
badly,1
towel,2
since,2
row,6
priorities,1
growing,1
national,1
forest,1
cross,1
spa,1
appointment,1
thicker,1
able,4
mad,2
fault,1
understanding,1
tonight,2
mexicoma,1
joke,1
encouraged,1
mariachi,4
band,4
serenading,1
host,2
dance,2
slow,1
dancing,1
kissing,3
menus,2
felix,10
waiter,8
maitre,2
notches,1
name,8
i`ll,1
server,1
quatro,1
margaritas,1
bottled,1
numbers,1
houses,2
bullet,1
menu,2
prada,2
strolls,2
mostly,1
threw,2
thrill,1
cocktail,2
revolves,1
planet,1
allow,2
gardenia,2
buys,1
round,2
vacation,1
progressed,1
graphic,1
french,1
ones,2
effort,4
bird,2
feathers,1
leg,1
career,2
bartender,1
nine,4
balances,1
ball,1
inches,1
e,40
tequila,1
staff,1
stacking,1
chairs,5
plays,3
wading,1
sharks,1
shade,1
laptop,2
cautiously,1
studying,1
mail,13
present,2
gym,4
pilates,1
buyer,1
attorney,1
agreed,2
escalated,1
price,2
willing,3
vacate,1
pending,1
additional,1
financial,1
offer,1
cost,2
lets,4
response,1
changing,1
showering,2
truly,2
blessed,1
grateful,1
flow,1
picturing,1
mouth,3
shower,4
spits,1
panicked,1
path,2
refreshed,1
gurgling,1
stomach,1
oddly,1
balls,1
worker,2
pruning,1
bushes,2
crazed,1
tries,2
animal,2
bam,4
pookeepsed,1
pants,2
shut,3
duck,1
waddles,1
each,10
laughed,1
cliffs,1
overlooking,1
magnificent,1
listens,2
voicemail,1
received,1
saturday,2
twentieth,1
twelve,1
p,4
impulsively,2
cliff,1
sails,1
glistens,2
crystals,1
below,1
raining,2
truck,2
swings,2
few,1
furniture,4
pieces,3
assistant,7
starbucks,6
spoiled,2
expensive,1
ummm,1
lift,2
definitely,1
blouse,2
relaxed,1
um,2
cathy,1
seem,1
motherfucker,1
mousey,1
tweed,1
tie,1
degree,1
finance,1
princeton,1
merrill,1
lynch,1
polite,1
glances,3
louise,109
african,3
american,2
louis,15
vuitton,4
denim,2
resume,1
personal,1
oldest,1
kids,6
wind,2
roommates,2
aside,1
aback,1
corny,1
honest,1
owns,1
unemployed,1
patchwork,1
bowley,1
rented,1
borrow,1
steal,1
netflix,1
hook,3
presents,2
middle,2
clutter,1
cards,2
orderly,1
piles,1
amazed,2
progress,1
instantly,1
repeats,1
anne,1
observer,1
directs,1
mattress,1
began,1
saint,1
salad,3
patient,1
agency,1
weeks,5
documents,2
chews,3
talks,1
bridge,8
pissed,3
forget,3
bites,2
determined,1
lower,13
east,15
ethically,1
diverse,2
neighborhood,2
ethnically,1
eyed,1
caucasian,1
yuppie,1
dad,2
snugly,1
bodega,1
wherever,1
hunt,1
pace,1
following,1
ukrainian,1
u,1
haul,1
nyu,4
clip,1
latin,2
tattoos,1
stoop,5
pitbull,3
brick,1
jungle,1
racing,1
breath,2
lovro,9
klujcik,4
telephone,1
attempting,2
pronounce,2
ku,1
kljuic,1
luck,1
dated,1
spanish,2
hairdressers,1
dominican,2
customers,2
dryer,1
cream,1
bleach,1
dialing,1
gate,2
buzzer,1
marked,2
croatian,1
brown,2
lights,2
shy,1
beams,2
native,1
tongue,1
pat,1
afternoon,1
converse,1
connection,4
distant,3
reclines,1
lately,1
managing,1
resent,1
reconnect,1
less,4
reconnecting,1
weekends,1
streets,2
admit,2
relationships,2
operator,1
deposit,1
eighty,1
cents,1
questions,2
explaining,1
coins,1
excuse,4
surf,2
wetsuits,1
surfboards,1
decides,1
crash,2
beachcomber,1
metal,1
detector,1
class,5
roll,2
sushi,16
tanning,2
technicians,1
spray,2
tan,1
benefit,1
carpet,2
backdrop,1
saves,1
africa,1
inspired,1
fashion,10
statement,1
saving,1
somalia,1
latte,2
sorting,2
stack,2
papers,1
web,1
unpacking,1
vitaminsforless,1
delete,3
deletes,3
freezes,1
breathless,2
cyberspace,1
communication,1
dolls,1
prince,1
charming,1
lived,1
happily,2
fairy,2
tall,2
flips,2
dust,1
coat,11
mommie,1
pregnant,8
knows,2
adopt,1
tales,1
true,2
duane,2
reade,2
drug,2
store,4
halloween,2
costume,2
aisle,1
browse,1
dressing,1
parents,1
school,1
non,2
mothers,1
costumes,1
witch,3
kitten,2
choices,1
mouthful,1
sister,5
mask,5
ghoul,1
screaming,1
monsters,1
ah,3
pops,3
boo,2
scare,2
toward,2
counter,1
subject,1
mails,2
lay,2
detail,3
meaning,1
scary,1
experience,1
rack,2
register,1
noticed,1
cancelled,1
press,2
respond,1
further,2
kicks,1
angry,1
pictures,2
asshole,1
pumpkin,1
lighten,2
mulan,1
trick,3
treating,1
yea,3
cow,1
udders,1
belly,7
uncle,1
fester,1
closer,1
scariest,1
loot,1
stylish,1
treats,1
treat,2
hidden,2
stylist,1
blowing,4
chestnut,1
outside,5
waving,1
lord,4
recognize,2
witness,1
program,1
balenciaga,1
tuesday,1
join,2
code,2
used,2
tacky,1
least,1
wetsuit,1
acknowledge,1
realizing,1
rodeo,3
drive,3
trouble,1
rescue,5
station,1
puppies,1
frolic,1
wire,1
pen,3
tattered,1
tiny,2
cutest,1
marks,1
its,1
convinced,2
humping,4
stuffed,1
fixed,1
hasn,2
urge,1
groomer,1
groomers,1
stains,1
mince,1
gucci,4
outfits,1
salesmen,1
mercedes,3
suv,3
curb,1
hatch,1
licence,1
plate,2
ny,1
fur,4
unloading,1
knowing,1
rid,1
bury,1
feelings,1
cried,1
allotted,1
amount,1
per,1
college,1
dawned,2
hearts,1
rental,1
carlyle,1
cocktails,1
whatever,1
chain,3
gold,1
bringing,1
text,3
texts,2
sub,1
meets,1
enjoy,2
twenties,1
thirties,1
learn,1
lessons,1
forties,1
dogs,3
yesterday,1
either,2
snapping,1
hormones,1
using,1
advance,1
fancy,2
decorator,1
tag,1
overpriced,1
links,1
`Cause,3
runner,1
miracle,1
rational,1
irrational,1
course,1
reservoir,3
track,1
leashes,1
trot,1
faster,1
confident,1
burberry,1
pet,1
fear,1
snowflakes,1
float,2
form,1
temp,1
rsvp,1
holiday,1
parties,1
plane,2
merry,1
christmas,4
dvd,2
exchange,2
circular,1
satin,1
