text,count
again,16
innocent,1
stands,10
still,25
fr,1
scene,3
zoom,1
stunned,2
silence,12
beats,10
jesus,5
harsh,1
fine,8
throw,3
or,29
ok,44
guy,15
find,6
someone,13
there,73
plenty,3
fish,4
sea,4
sure,24
well,44
wrong,9
true,9
fished,1
jumped,1
swam,1
fucking,9
aquaman,1
sorry,20
concerned,4
look,27
sidewalk,7
alongside,1
friend,8
nowhere,6
real,13
smile,8
knees,4
eye,6
higher,1
neck,3
scar,2
operation,1
kid,2
breasts,3
clash,3
asleep,4
sleeping,5
laugh,10
sound,2
over,26
play,6
middle,3
little,25
magic,2
police,2
song,18
staring,3
directly,3
camera,5
makes,12
anything,13
possible,2
life,11
worth,1
madly,1
silent,8
shit,20
earlier,3
mid,3
risque,1
if,35
hampshire,1
greetings,1
jump,2
those,9
conservative,1
wing,3
neo,1
nazis,1
hallmark,1
playing,6
safe,1
approach,1
nuclear,1
family,6
dead,3
need,17
holiday,1
recognize,1
holds,2
home,6
made,4
photoshopped,1
portrait,1
martina,1
navratilova,1
ellen,1
degeneres,1
jerry,1
maguire,1
st,4
mother,2
co,16
workers,6
nod,2
digest,1
idea,8
vance,39
head,9
department,1
hmmm,1
intriguing,1
along,5
grossman,1
magellan,1
got,24
potential,1
write,3
prototypes,1
answer,7
opens,2
excuse,3
mr,7
line,9
hasn,2
wide,4
moment,2
take,12
everyone,15
assistant,2
moved,3
nice,12
meet,10
gives,9
wave,3
following,4
doesn,23
whose,1
seen,8
trying,12
work,16
failing,1
turns,19
dude,4
bitch,3
hell,6
disappointed,5
really,43
patel,1
tried,2
copy,3
totally,10
having,15
hurry,1
uppity,1
better,5
superskank,1
damn,3
hot,4
mad,4
girls,5
always,10
treat,1
people,25
crap,5
dunno,1
cause,11
high,8
cheekbones,1
soft,1
skin,2
good,37
teeth,4
world,10
most,11
perfect,5
stuff,11
around,14
center,4
universe,2
explanation,1
women,5
ugh,1
screw,3
haven,7
even,16
stand,11
already,6
elevator,5
listening,4
headphones,6
enters,5
actively,1
puts,7
show,3
ignore,1
hears,2
smiths,4
pretending,2
care,2
unenthusiastic,1
processes,1
information,2
amazed,1
singing,13
die,2
your,46
heavenly,1
doors,1
gets,11
accidentally,1
loud,2
lobby,3
sings,3
birthday,3
female,3
worker,11
part,5
name,7
knows,7
cake,2
digs,1
finds,4
himself,8
standing,8
hi,14
hello,8
uh,9
yeah,40
far,3
city,9
firm,3
getting,13
situated,1
worked,2
years,2
want,32
nuts,1
studied,1
architect,2
actually,8
cool,7
eh,2
company,3
needed,1
job,6
any,8
points,2
card,13
wrote,3
reading,3
today,6
mazel,1
tov,1
bar,17
mitzvah,3
seller,1
meant,3
doubt,1
perfectly,2
adequate,3
writer,2
thank,8
called,4
college,4
used,3
anal,1
spit,1
chokes,1
explaining,1
neat,1
organized,1
awkward,7
anyway,7
see,36
end,9
hall,7
completely,3
enamored,1
desk,14
sets,1
fall,7
sketch,4
drew,1
dated,1
architecture,4
wall,8
playstation,1
read,4
graham,1
greene,1
published,1
magritte,1
edward,1
hopper,1
favorites,1
compatible,1
seriously,5
make,20
sense,5
amazing,3
cute,8
likes,5
bizarro,1
course,5
sarah,18
doorway,2
pause,1
area,3
stepdad,1
martin,8
quiet,5
professorial,1
southern,1
gentleman,1
type,2
hey,26
angle,14
excited,6
grim,1
grows,1
serious,8
too,17
stock,1
footage,1
wright,1
brothers,2
galileo,1
heaven,1
gate,3
neil,1
armstrong,1
strongly,1
believes,1
something,40
overwhelming,1
contradictory,1
evidence,2
change,3
minds,1
age,1
mesmerized,1
vinyl,1
cover,2
olivia,1
newton,2
john,2
xanadu,1
devout,1
believer,1
support,1
classroom,1
hairstyle,1
draws,4
picture,3
giant,7
heart,5
putting,5
satisfied,2
returns,2
seat,4
waits,5
happens,6
exhibit,4
lisa,1
rayner,1
mortified,1
eats,1
drawing,3
football,1
field,5
cheerleader,1
leads,1
crowd,2
cheer,5
pan,3
across,7
finishing,1
making,5
homely,1
school,5
goodbye,1
longingly,1
b,3
wendy,2
wilson,1
once,4
frame,1
approaches,3
airplane,1
girlfriend,15
rebecca,4
myles,2
gleams,1
glad,4
decided,1
bec,1
dating,1
awesome,2
c,1
mexico,1
spring,2
break,2
aisle,1
contact,3
three,2
dudes,1
car,3
younger,1
passenger,2
raven,1
haired,1
amanda,11
drives,1
finally,8
heller,1
complicated,2
last,10
week,3
sudden,1
everything,7
understand,6
disc,1
into,18
cd,3
player,1
because,1
biggest,2
nerd,1
explain,2
coming,9
stereo,1
confused,6
remember,4
much,15
played,1
wanted,8
weeks,4
rush,1
press,1
skip,1
button,3
rather,2
sinks,2
local,3
dive,3
hour,2
defeated,2
happen,1
live,5
ready,3
nine,1
floors,1
ride,3
figure,3
chance,2
weekend,4
wait,9
believe,16
missed,1
emphasis,1
sex,3
gym,2
whore,2
problems,3
interested,4
based,1
instead,3
means,4
lesbian,3
gave,2
sorts,1
chances,1
types,1
shares,2
supply,1
anyone,4
thanks,3
toner,1
prob,1
late,2
emptying,1
remain,2
opportunity,1
computer,2
foreigner,1
reaction,3
priest,1
hilarious,1
smacks,1
palm,1
bait,1
hard,6
concentrating,1
friday,1
bucks,1
karaoke,6
absolutely,3
paradise,1
grass,1
green,1
titties,1
won,4
wasn,4
threw,1
stage,4
fight,2
bartender,2
threatened,1
burn,1
passing,1
reverential,1
saved,1
tommy,2
lot,5
realization,1
dawns,1
crowded,2
microphone,2
rose,1
its,2
thorn,1
poison,2
kinda,5
waves,4
weren,2
asked,1
plans,1
cancelled,1
loss,2
yet,5
between,2
thankfully,1
drunk,3
goddamn,1
brilliant,1
sees,16
ooh,4
downs,2
shot,4
mic,1
fun,9
whistle,3
bars,2
born,1
run,2
begin,5
sing,6
actress,2
nonsensical,1
video,1
accompanies,1
convertible,1
sunset,1
midget,1
tuxedo,1
chats,1
stare,1
notices,6
smiles,10
hopeful,1
hides,2
disappointment,2
conversation,2
were,17
boss,1
sitting,6
lived,1
til,1
named,1
cat,9
springsteen,1
kidding,1
bruce,1
laughs,6
boyfriend,7
shoots,1
daggers,1
comment,1
mouths,2
enjoy,2
being,8
free,3
independent,1
comfortable,3
somebody,1
anybody,1
talking,10
sounds,2
selfish,1
own,5
relationships,1
messy,1
feelings,2
hurt,2
needs,2
beautiful,6
cities,1
cont,4
afford,1
leave,5
interesting,3
romantic,2
embarrassing,1
elbows,3
ribs,2
shut,2
hold,4
felt,2
songs,2
marriages,1
divorce,1
mine,1
newsweek,1
scientists,2
found,4
stimulating,1
brain,2
electrodes,1
person,4
rock,3
animation,3
sequence,3
quick,3
explosion,1
many,4
different,6
colors,1
complete,3
choir,1
church,3
organ,1
huge,3
crescendo,1
kind,2
agree,3
disagree,1
senses,1
discontent,1
turn,6
loverboy,1
nooo,1
public,1
lip,2
synching,1
morning,10
self,6
confidence,2
ridiculous,2
ha,2
near,4
would,12
least,4
ten,3
shots,1
minutes,7
magnificent,1
wouldn,6
dancing,7
jagger,1
audience,1
participation,1
parts,1
sight,3
behold,1
watching,6
humming,1
stupid,3
team,4
theme,2
pathetic,1
bother,1
wasted,1
proud,2
american,2
minute,3
might,7
cry,4
proudly,1
aggressive,1
helps,1
nearly,2
comatose,2
exit,3
dramatically,1
cab,2
street,16
laughing,6
inside,3
quickly,6
goodnight,1
shuts,3
fast,2
talks,1
mile,1
try,5
erase,1
exchange,2
mind,6
unbelievable,2
wheels,1
spinning,1
yes,17
clearly,4
hoping,1
g,2
idiot,1
steps,6
seemingly,1
noticing,1
wrapped,2
arms,1
pulled,1
kiss,3
isn,8
dreaming,2
realizes,4
suddenly,6
case,1
scenario,1
happening,2
fade,6
dreams,5
oates,5
accurately,2
struts,1
pointing,1
passes,9
winking,1
shuffle,1
checks,2
reflection,2
window,3
newman,1
clap,4
give,7
thumbs,1
parade,2
forms,1
behind,7
postman,2
officer,1
dog,1
vendor,1
ronald,1
mcdonald,1
mayor,2
mccheese,2
everybody,3
loves,3
themselves,3
cars,2
crosswalks,1
drivers,1
also,6
pump,1
fists,2
celebration,2
achievement,1
lights,2
touches,1
pavement,1
billie,1
jean,1
cartoon,4
birds,1
fly,2
onto,2
shoulder,2
winks,2
whistling,2
immediately,2
pokes,1
corner,6
business,3
however,1
coy,1
international,1
signal,1
`I,1
return,1
none,3
top,3
son,6
waiting,5
invite,1
anxious,1
shhh,2
whining,1
crying,1
bitching,1
league,1
matter,2
bang,1
jobs,2
unemployed,1
kissed,1
level,3
tolerated,1
month,2
practically,1
stalking,2
toilet,1
flushing,1
heard,11
emerges,1
dressed,3
wow,2
unusual,1
mentioned,1
knew,6
lovely,1
lady,2
nasty,1
perhaps,3
forgot,1
keep,4
track,1
helping,1
leaving,3
pretend,2
excellent,1
playfully,1
exaggerates,1
chinese,1
restaurant,8
unattractive,2
couple,7
feeding,2
check,1
sarcastic,1
keeps,3
am,5
turned,2
sometimes,4
judgmental,1
huh,5
snapped,1
equally,1
relationship,3
hysterics,2
soon,3
dismount,2
lucky,2
cheeks,2
flushed,1
loses,1
zero,1
patience,1
pda,1
ya,3
windows,1
binoculars,1
surprised,4
unconvincing,1
freaks,1
guys,5
hang,2
pressure,1
labels,2
obligations,1
visibly,2
tries,10
hide,2
wanna,10
bedroom,16
bounding,1
locked,1
undressing,1
stops,8
sec,1
settle,2
lots,2
everywhere,3
calm,3
yourself,2
breaths,1
covers,2
naked,1
sweet,1
dance,7
lies,4
ecstatic,1
pumping,1
air,5
silently,1
shouting,2
woo,1
hoo,1
worse,3
wear,1
unshaven,3
crumpled,1
clothing,1
short,4
mess,4
hate,11
crooked,1
haircut,1
knobby,1
lopsided,1
asymmetrical,1
cock,1
eyed,1
centipede,1
shaped,2
boobs,1
sleeps,1
reverse,1
trolley,3
terrified,1
raving,1
lunatic,2
bus,2
driver,1
vehicle,1
secretary,2
trash,1
reprint,1
avant,1
garde,1
surrealist,1
painting,5
dogs,3
humping,1
retrieves,1
bin,1
heirloom,1
dirty,2
tossing,1
sf,1
museum,1
modern,2
art,1
curiously,1
which,9
red,4
expressions,1
speaks,1
saying,5
third,2
poop,1
perplexed,1
movies,3
relieved,1
marquee,1
vampire,2
`VAGIANT,1
packed,2
screaming,1
throwing,1
popcorn,2
transamerica,3
ultra,1
ancient,1
columbus,1
tower,1
structures,3
palace,1
arts,1
famed,1
roman,1
style,2
structure,2
maybeck,1
yerna,1
buena,1
garden,2
offers,1
stunning,1
view,1
architectural,1
marvels,1
peaceful,1
seem,1
peace,3
sony,1
metreon,1
gargantuan,1
mirrored,2
torture,1
patrick,3
beauty,1
humility,1
deflecting,1
attention,3
humble,1
million,1
pen,1
purse,1
underside,1
arm,2
thinks,2
draw,2
catch,1
attracted,1
enthusiasm,1
beam,3
landscape,2
ridden,1
joins,2
sticks,1
tongue,1
phone,14
cell,3
losing,2
acknowledge,1
shower,2
curtain,2
silhouettes,1
stable,1
grip,1
flying,1
easy,3
ow,1
rips,1
crashing,1
virgin,1
megastore,1
wander,1
aisles,4
octopus,1
piggies,1
told,3
nobody,2
drags,2
curtained,1
porn,1
section,2
box,1
flirtatious,1
reviews,1
forward,1
bit,2
keeping,1
intently,1
steady,2
adults,2
unreasonable,1
question,4
fact,6
repulsed,1
robyn,3
discussed,1
hanging,5
label,2
juvenile,1
gay,1
ask,6
discuss,1
hockey,1
grade,4
players,1
blows,3
thinking,6
boat,1
death,3
sean,2
mark,3
f,1
solid,2
advice,1
trouble,2
hmm,5
`are,2
afraid,2
shatter,1
illusions,1
date,2
lars,2
norway,1
professional,1
surfer,1
brad,1
pitt,1
abs,1
coach,1
calling,3
pussy,1
driving,1
golden,2
conflicted,2
clenches,1
radio,1
particular,2
vain,2
bob,1
marley,2
must,1
whoa,3
during,3
gear,1
shift,1
hers,2
locks,1
listens,1
certain,1
notes,1
rises,1
falls,2
overwhelmingly,1
simply,1
overwhelmed,1
powerless,1
grief,1
relief,2
tonight,2
party,3
large,1
circle,4
cuts,1
reveal,2
possibly,1
flirting,1
pretends,1
jealous,1
sexual,1
while,7
misses,1
bookstore,1
starting,1
unkempt,1
wanders,2
leafs,1
titles,1
grabs,4
fifty,1
books,2
shelf,1
six,3
broke,2
depressed,1
drugs,1
helped,1
binge,1
rocky,1
road,2
soaps,1
ice,2
cream,2
extensive,1
research,1
effective,1
ways,4
lost,4
fill,2
jogs,2
exercise,1
body,1
release,1
endorphins,1
assuage,2
provide,2
genuine,2
accomplishment,1
success,1
pass,3
speed,1
bicycles,1
breeze,1
child,1
wheel,1
soars,1
jogging,1
yoga,2
taking,3
class,3
physical,1
mental,1
relaxation,1
channel,2
energies,1
core,1
understanding,1
others,3
inflexible,1
seems,2
breathing,1
homeless,3
shelter,1
feels,3
charity,1
reach,2
pain,2
holding,4
spirits,1
somehow,2
shoe,3
fashionable,1
ladies,2
four,1
indulge,1
sorta,4
forest,2
backpacks,1
five,2
travel,1
environment,1
perspective,1
someday,2
tops,1
trees,1
sunlight,1
peeking,1
freeze,1
bubbles,1
point,4
oak,1
rusty,1
bear,1
trap,1
step,5
ahead,4
poisonous,1
snake,1
creeping,1
tick,1
leg,2
distance,3
hunter,1
rifle,1
unfreeze,1
itch,1
bare,1
redecorate,1
anew,1
focused,1
task,2
discovered,1
inner,1
strength,1
move,1
bet,2
pull,2
painted,1
mural,1
book,2
dropkicks,1
fashion,1
nowadays,1
tattoos,1
hoop,1
earrings,1
annoying,1
hats,1
started,1
wearing,2
berets,1
butterfly,1
tattoo,1
tall,1
built,1
douchebag,2
appeared,1
douche,16
pockets,3
amused,1
perceptive,1
funny,3
tool,1
buy,3
glance,1
connected,1
sort,2
pleased,1
pissed,3
buddy,2
rude,1
flattered,1
country,1
hangs,3
panicked,1
decides,1
pent,1
uncertainty,1
confusion,1
coupled,1
challenge,1
manhood,1
manifests,1
automatic,1
cross,1
connects,1
spot,2
sends,1
reeling,1
wince,1
chin,1
fist,1
spins,1
pummelling,1
thrown,1
bloody,1
granted,1
punch,1
came,2
punched,1
josh,1
greenberg,1
fifth,1
guess,4
walking,6
furious,1
uncool,1
ass,3
kicked,2
protecting,1
battles,1
asshole,1
hit,3
handle,1
gone,3
tired,2
tomorrow,4
separate,2
onlookers,1
photocopy,1
bandage,1
nose,1
realizing,2
cold,2
rolling,1
holy,3
copies,1
busy,1
apartments,1
tosses,1
sleep,3
awake,4
ceiling,1
dial,1
willing,2
hours,3
awakened,1
buzzer,1
hits,3
buzzing,1
alarm,4
acting,3
jerk,2
consistency,1
wake,1
promise,2
liar,1
kisses,2
doubts,1
wins,1
our,5
faces,2
wee,1
markus,3
insert,3
photograph,3
appears,1
cocked,1
winning,1
touchdown,1
quarterback,1
slash,1
homecoming,1
king,1
rower,1
republican,1
successful,1
kurt,2
envisions,1
guitar,1
motley,1
crue,1
anywhere,1
semester,1
rome,1
daniele,1
belardelli,1
aka,1
puma,3
swarthy,1
italian,1
posing,1
vespa,1
moped,1
tight,2
gucci,1
pants,2
boner,1
escape,1
ones,1
lasted,1
un,1
showered,1
towards,4
closer,1
breathes,1
sigh,1
advertisement,1
toothpaste,1
swear,1
direction,1
attractive,1
cafe,1
allison,1
clear,1
alison,23
known,1
spoke,1
highly,1
usually,2
difficult,2
wrecked,1
recent,1
horrible,3
wondering,1
fault,1
prevented,1
buildings,3
bullshit,3
interests,1
secretly,1
rip,1
rabid,1
slept,3
baby,3
probably,8
unfulfilled,1
desperately,1
waiter,1
christ,2
strange,1
tough,1
ex,1
cracking,2
figured,1
mattered,1
noticed,1
missing,1
weird,2
holes,1
non,1
train,1
nervous,2
breakdown,1
trapped,1
fancy,3
punkish,1
plays,3
occasionally,1
boogies,1
tucks,1
ties,1
tie,2
brushes,1
aplomb,1
plucks,1
grey,1
feeling,1
intercut,1
stay,2
super,1
hungry,3
touching,1
longer,3
moving,1
frustration,1
audible,2
alright,4
chest,1
frustrating,1
documentary,1
elementary,1
schedule,1
clicked,1
strong,1
atrocious,1
philosophers,1
poets,1
theory,1
nietzsche,2
madness,2
reason,2
smart,1
although,1
kill,2
jews,1
happily,1
married,5
light,2
guides,1
less,2
fed,1
nonsense,3
generations,1
genetically,1
encoded,1
beings,1
desperate,1
rack,1
truth,3
recap,1
color,1
wandering,1
twenty,1
nope,1
working,1
congratulations,4
everyday,2
worries,1
marked,1
weddings,2
anniversaries,2
pauses,2
suite,1
aged,1
currently,1
writing,5
millie,1
wife,2
though,4
meaningless,1
incomplete,1
spice,1
clutch,1
faint,2
religious,1
holidays,1
gathered,1
merry,1
employee,2
passover,1
yiddish,1
except,1
bursts,1
tears,2
joy,1
furiously,2
terminal,1
aint,1
sista,1
lean,1
sheen,1
sizzly,1
mocha,1
queen,1
african,1
mahogany,2
writers,2
impressed,1
gotten,1
tickets,1
stabbing,1
exactly,4
sappy,1
romances,1
wounds,1
carnage,1
fantastic,1
dad,4
registers,1
noticeable,2
delighted,1
coincidence,4
hugs,5
weighs,1
hug,4
growing,2
increasingly,1
hugging,1
caught,1
deer,1
headlights,1
serial,1
killer,1
save,1
seats,2
become,2
incredibly,1
earshot,1
distraught,1
bolt,1
seemed,1
giving,1
loving,1
angry,1
forced,1
follow,1
row,1
emotionless,1
racing,1
fleeing,1
unseen,2
assassin,1
bullets,1
repeatedly,1
running,1
belmondo,1
breathless,1
dies,1
elaborate,1
violent,1
club,2
rave,1
blares,1
miserable,1
dripping,1
sweat,1
danced,2
ages,2
ago,3
myself,2
chaperone,1
buzzkill,1
pouting,1
guilt,1
shakes,2
rain,1
blaring,1
sulks,1
sunny,1
warm,1
broken,1
awful,1
ron,1
howard,1
brother,2
clint,1
grimaces,1
sign,1
beer,1
bird,3
swats,1
directions,1
supporters,1
shake,3
heads,1
disapproving,1
manage,1
miserably,1
ends,2
space,1
principal,1
recently,2
taken,1
ill,1
pry,1
faking,1
badly,1
nevermind,1
asking,2
lately,2
performance,1
example,1
roses,1
violets,1
fuck,2
shoppers,1
valentine,2
firing,1
relax,1
energy,1
sympathy,4
funerals,1
misery,1
sadness,1
faith,1
reasons,1
whaddaya,1
ushers,1
wakes,1
bearings,1
rolls,1
brief,1
push,2
routine,1
entirely,1
unremarkable,1
creating,1
lasting,1
memory,1
impact,1
ups,1
saturday,1
deli,5
extremely,1
news,4
thats,1
bring,1
appreciate,2
accepted,1
uncomfortable,2
charging,1
impossible,3
pained,1
apeshit,1
ripping,1
pictures,2
frames,1
tearing,1
apart,3
punches,1
entire,2
bottle,1
wine,1
kick,1
throws,1
balcony,1
collapses,1
half,2
destroyed,1
clock,2
exact,2
supermarket,1
robe,2
boxer,1
shorts,1
buys,1
milk,2
oj,1
cigarettes,1
jack,1
daniels,1
twinkies,3
clerk,1
suspiciously,1
kissing,1
winces,1
entwined,1
killing,1
snaps,1
sunglasses,1
clothes,1
muster,1
responses,1
thursday,1
usual,1
position,2
showing,2
slides,1
various,1
poses,1
reaching,1
bowl,1
clicks,1
slide,1
tree,1
branch,1
click,1
considering,1
leap,2
inspirational,3
featuring,1
pickles,1
rhoda,3
reacting,1
winter,1
collection,1
contribute,1
k,1
disrespect,1
image,2
suicidal,1
liars,1
paper,1
pens,1
service,1
lets,1
`em,1
rest,2
america,1
grandmother,2
passed,1
em,2
credit,1
grandma,1
appalled,1
bout,1
knowing,2
hearts,1
sweetheart,1
recognizes,1
sir,1
responsible,2
heartache,1
shifts,1
able,1
strangers,1
shouldn,1
galoogoo,1
peddle,1
anymore,1
quit,2
coughs,1
boxes,1
august,1
christmas,1
storms,1
literally,1
fx,1
crumbling,1
rubble,1
constant,1
erased,1
brick,2
force,1
reduced,1
famous,1
hava,1
nagila,1
mix,1
joined,1
cult,1
ballroom,1
sister,5
bat,1
formed,1
traditional,1
hora,1
chair,2
brought,2
lifted,2
above,1
apple,1
pies,1
uncle,1
aunt,13
ro,1
candle,1
eight,1
catches,1
accosted,1
aunts,1
anita,5
betsy,7
stick,1
squeezing,1
punum,1
blind,1
mimi,1
granddaughter,1
yay,1
bosom,1
lord,1
bosoms,1
july,1
homosexual,1
wondered,1
gulp,1
band,1
jewish,1
religion,1
officially,1
adult,1
smiling,2
nick,1
engagement,1
sucks,2
yup,2
coven,1
olds,1
swooning,1
guppies,1
rach,1
lying,1
remembering,1
runs,1
fully,1
ear,1
lays,1
angles,1
groggy,1
liberty,1
picnic,1
familiar,1
page,3
fateful,2
described,1
fell,1
uneventful,1
function,1
standard,1
extra,1
fruit,1
unless,2
lags,1
distant,1
beard,1
redecorating,2
rearranging,1
furniture,1
uses,2
pencil,1
bookshelf,1
ruler,1
marks,1
nail,1
sobs,1
offer,1
comfort,1
response,1
straight,1
drawn,1
inspiration,1
form,1
impressive,1
futuristic,2
skyscraper,1
tear,1
drop,1
sobbing,1
unclear,1
sum,1
hoosiers,1
ray,1
control,2
pains,1
spearmint,1
painful,1
slo,1
mo,1
moves,1
unsure,1
harbor,1
sketches,3
intensely,1
skyline,2
zone,1
pasta,1
breakfast,1
resistance,1
futile,1
pernice,1
shaves,1
presentable,1
clean,1
shaven,1
additions,1
library,1
feet,1
ears,1
taschen,1
innovative,1
design,1
drops,1
portfolio,1
security,1
guard,1
rise,1
soccer,2
temporary,1
distraction,1
list,3
composed,1
dynamic,1
cityscape,1
crosses,1
abrams,2
several,1
crossed,1
bridge,2
measuring,1
beams,1
faster,1
answering,1
machine,1
crossing,1
shoulders,1
slumped,1
thoughts,1
joylessly,1
nothingness,1
veil,1
bride,1
suit,3
exits,1
dismal,1
interview,3
frustrated,1
deterred,1
favorite,2
took,2
apparition,1
neighboring,1
sat,1
quite,1
awhile,1
mention,1
atmosphere,1
frosty,1
honestly,2
hope,4
tension,1
dissipate,1
ish,1
mostly,1
sighs,1
woke,1
destiny,1
soulmates,1
silly,1
childhood,1
fairy,1
tale,1
listened,1
hysterically,1
husband,1
somewhere,1
lunch,1
showed,1
sun,1
kept,1
speechless,1
screenplay,1
likely,1
tracks,1
smaller,1
farther,1
hefty,1
batch,1
foyer,1
allen,1
prince,1
gethers,1
interviewing,1
ah,1
competition,1
appear,1
gee,1
california,1
atherton,2
stanford,1
pray,1
halfway,1
learned,2
ascribe,1
cosmic,1
significance,1
earthly,1
event,1
clip,1
colored,1
miracles,1
fate,1
stranger,1
grab,1
cup,1
supposed,1
deflated,1
problem,1
refocus,1
autumn,1
