eyed,1
her,35
dreamy,1
body,2
naked,1
silk,1
sheets,2
pull,4
back,30
she,21
enormous,3
renaissance,2
mural,2
wedding,1
scene,1
bedroom,2
floor,9
corner,3
hunched,1
over,12
clunky,1
laptop,1
fingers,3
dancing,1
dervish,1
like,23
keyboard,3
four,3
three,3
then,12
goodbye,2
crack,2
drifts,2
away,6
lock,7
longing,1
same,8
time,10
finger,2
depresses,1
button,1
signal,2
cpu,1
local,2
area,4
mainframe,1
sending,1
its,6
own,12
soon,1
be,10
accelerated,1
released,1
horses,1
bolting,1
starting,1
gate,1
but,7
opposite,2
directions,1
roller,1
coaster,1
ride,1
begins,1
one,20
infused,1
electron,8
blasting,1
comet,1
fused,1
seven,2
kilometer,1
single,4
lane,1
race,1
whooosh,1
accelerates,1
so,5
too,2
does,3
sound,7
rushing,2
gut,1
splitting,1
ear,1
wrenching,1
db,1
heading,4
barrels,1
path,4
second,6
power,1
surge,5
here,3
comes,3
point,3
screeeeech,1
what,28
disc,1
brakes,1
might,1
slammed,1
vehicle,1
hour,3
stopped,2
suspended,1
phosphorescent,2
trained,1
spotlight,1
extreme,4
dual,1
screens,1
reflecting,2
pupils,3
speaks,2
nowhere,2
sonorous,2
packed,2
reverb,2
female,2
do,9
want,13
opens,3
alarm,1
ding,5
marches,2
attention,1
getting,2
letters,2
don,4
t,18
talk,2
scrolls,2
red,9
m,6
having,2
psychotic,2
episode,2
collapses,4
ashen,1
faced,1
watching,3
seeing,3
cursor,1
blinking,2
hurtling,1
kabloom,1
sub,2
explosion,1
meteor,1
shower,2
magnificent,1
proportions,1
charge,1
disappear,2
laws,2
e,3
mc,1
take,4
visual,1
flight,2
dollar,1
kaleidoscope,1
airplane,5
st,1
class,1
staring,4
window,8
really,2
clouds,5
popping,2
stacking,1
windowlike,1
flashbacks,1
startling,2
ferocity,1
closing,1
re,7
echo,2
puts,1
drink,2
glass,10
tray,6
table,6
seat,4
him,14
places,1
headphones,1
onto,4
ears,1
fiddles,1
music,2
channels,1
country,1
stand,1
classical,2
stays,2
put,1
mozart,2
concerto,1
gazes,1
fails,2
notice,1
sliding,1
slowly,4
stops,8
near,2
edge,1
waits,1
head,14
outside,5
other,5
direction,3
san,4
francisco,1
international,1
airport,1
plane,2
touches,4
volkswagen,1
beetle,10
driving,4
freeway,6
for,11
berkeley,2
eternal,2
rush,1
stop,2
go,4
five,3
thirty,2
drives,1
distracted,1
stares,7
reflected,2
rear,3
view,2
mirror,4
flashback,1
himself,4
listening,2
foreground,1
fixed,1
aimlessly,1
splits,1
dimensions,1
focused,2
while,1
turns,14
watches,1
amazement,1
slides,2
horn,3
blares,3
crash,2
slams,2
car,10
triggering,2
slow,4
motion,5
effect,1
middle,3
object,1
lesson,1
physics,2
seen,1
different,3
angles,3
screech,2
crunch,2
bumpers,1
crumple,1
metal,2
tears,2
molecules,2
snap,2
pop,3
gunfire,1
bullet,1
airbags,1
clamp,1
drivers,1
heads,1
against,3
headrests,1
rocks,2
sideways,1
total,1
overload,1
flooded,1
messages,3
undecipherable,1
accident,3
site,4
cars,2
form,1
tangled,1
sculpture,1
incredibly,1
sees,8
all,8
vw,2
beetles,1
daze,1
interrupts,1
scaling,1
shout,1
hell,1
were,4
thinking,1
scratch,1
peering,2
still,6
behind,7
air,4
bag,2
steering,2
wheel,4
craning,1
stiffening,1
neck,1
crumpled,2
row,2
automobiles,1
blinks,6
answers,1
eerie,1
probability,1
happening,1
make,2
model,1
color,1
year,1
less,3
likely,2
proof,1
existence,5
god,5
seething,1
sorry,1
asked,2
beat,10
got,2
insurance,1
rain,4
falling,4
tow,3
truck,3
backs,1
stands,3
dazed,1
shoulder,6
luggage,1
drift,1
giving,1
instructions,1
cell,2
phone,2
ramp,1
yeah,1
ll,5
there,8
won,3
let,2
walk,2
am,2
waves,2
dodge,1
durango,10
street,2
idly,1
blurry,1
clear,1
singer,2
kil,1
ling,1
sharpens,1
making,3
love,5
big,1
brocade,1
couch,2
bodies,2
rock,1
unison,2
faces,3
unseen,1
my,7
aim,1
true,1
ooooh,1
closed,1
upon,4
approaching,1
argues,1
boss,1
trent,1
yes,5
minutes,1
reddens,1
sunglassed,1
past,2
signing,1
papers,1
battered,2
end,3
cranks,1
upward,2
son,4
bitch,1
if,8
was,8
fault,1
ended,1
curiously,1
some,4
schmuck,1
dreaming,3
about,4
mia,70
doesn,4
hear,1
takes,3
sunglasses,1
finished,1
driver,1
closer,3
protests,1
first,5
present,1
overlapped,1
another,3
photograph,1
focus,2
top,4
third,2
downloading,2
internet,2
personal,1
files,1
younger,2
dark,5
heartbeat,1
pounds,1
louder,1
drowning,1
whisper,2
reality,7
stare,2
swirling,1
barely,4
audible,2
brushes,1
strand,2
hair,2
bites,1
lip,1
ve,5
been,7
or,4
night,23
loses,1
both,1
atoms,1
vibrating,1
interchanging,1
billions,1
gets,4
mi,1
your,6
no,5
yet,2
shifts,2
weight,1
slim,1
leg,1
could,5
town,2
breath,2
okay,2
very,3
sexy,1
laughs,1
preposterous,1
nodding,1
place,1
never,2
physicist,1
playground,1
adventure,1
wilderness,1
store,2
door,9
shut,2
stalks,1
xanadu,4
intercuts,1
motors,1
alpine,1
former,1
lover,1
smiles,1
why,2
doing,1
experiment,2
private,1
road,1
mansion,1
appears,1
distance,2
cresting,1
hill,1
massive,1
wooden,2
holds,3
flashlight,1
slips,1
oversized,1
key,5
doorway,1
hall,2
scaffolding,3
rises,2
stone,3
forty,1
foot,4
high,2
walls,2
draped,1
thick,3
plastic,1
enter,1
thieves,1
b,2
short,3
later,6
riser,1
passes,1
harnesses,2
rope,3
outstretched,1
hands,4
flopped,1
level,1
obey,1
logic,1
connect,2
unimaginable,1
ways,1
slings,1
gear,1
much,1
element,1
think,2
relevant,2
our,1
relationship,1
starts,2
climb,1
reaches,4
plank,1
wryly,1
universe,3
quantum,2
c,2
higher,2
clips,1
safety,2
line,6
belt,1
wear,1
yellow,2
hardhats,1
climbing,1
kick,1
scaffold,1
dangle,1
above,8
hand,1
fist,1
ascend,1
hoisting,1
themselves,2
tug,2
ropes,2
shorthand,1
when,3
send,1
impossible,1
say,3
precisely,1
spin,1
tops,1
hoist,1
come,2
being,1
observe,1
words,1
nothing,3
real,2
perceived,1
buddhists,1
have,5
saying,1
millennium,1
how,2
electric,2
box,1
hanging,1
yard,1
ceiling,3
baby,1
choose,2
switch,1
flare,2
swallows,1
awe,1
style,1
fresco,3
covers,1
entire,3
flocks,1
angels,4
fly,2
goddess,2
cherubs,1
heralds,1
flushes,1
exhilarated,1
note,1
only,4
live,1
life,4
experience,1
every,6
discovery,2
already,3
kicks,1
legs,1
joyrides,1
arcing,1
forth,1
mad,2
pendulum,1
restoring,1
heaven,2
dabs,1
paint,3
bringing,1
new,1
order,2
beams,2
excitement,1
always,1
said,1
business,1
wayward,1
swings,1
arms,2
shudder,1
chance,1
together,3
kiss,1
jogged,1
clutch,1
harness,1
instant,1
gripping,1
newton,1
hurtles,1
downward,1
rumble,3
mega,3
earthquake,3
catches,2
glimpse,2
sucked,3
millisecond,1
void,4
nothingness,4
nada,2
accelerating,1
last,4
murmurs,1
thwack,1
dangling,1
meter,1
camp,2
old,6
cushions,1
illuminated,2
bruised,1
vulnerable,1
kid,1
used,1
gunfighter,3
hoping,1
catch,1
props,1
elbow,1
chorus,1
dunno,1
plea,1
directly,1
snapping,1
losing,1
fills,1
best,1
smile,2
welcome,2
traces,1
forehead,2
bridge,8
nose,1
quoting,1
yeats,1
coming,2
celebration,1
things,3
fall,1
apart,1
center,2
hold,1
mere,1
anarchy,1
loosed,1
pulls,3
lie,1
spooned,1
breathing,1
gazing,1
painted,1
firefly,2
enters,1
flutters,1
blushing,1
trace,1
spoke,1
yesterday,1
swear,1
tries,3
suppress,1
giggle,2
didn,5
answer,2
hesitates,1
surrenders,1
fact,1
dances,1
mock,1
serious,1
lovers,1
notes,1
cross,1
legged,1
dryly,1
semi,1
conductor,1
charges,1
impassable,1
barrier,1
strip,1
silicon,1
would,4
vulnerability,1
gone,3
l,1
bay,4
plowing,1
ahead,2
steel,1
wall,1
connection,1
between,4
these,1
dysfunctional,1
magically,1
any,2
obstacle,1
defying,1
practical,1
happily,1
ever,1
after,2
silence,1
story,2
hangs,1
fog,1
science,1
blank,2
closes,2
omit,3
scenes,1
city,1
early,1
morning,1
deposited,1
curb,3
before,2
speeds,1
sign,3
bus,1
bench,1
corinthians,1
gather,1
ocean,1
hills,1
pouring,1
taxi,1
cottage,2
abandoned,1
wet,1
weather,1
walks,2
dented,1
driveway,1
ascends,1
brick,1
steps,1
entering,1
alternately,1
stark,1
cluttered,1
lived,1
occupied,1
run,2
office,1
mind,3
rivulets,1
water,2
large,2
desk,2
wood,1
scans,1
unfazed,1
locates,1
towel,1
mops,1
dries,1
fires,1
machine,2
logs,1
mail,2
lots,1
hundreds,2
scrolling,2
soaked,1
clothes,2
forming,1
puddle,1
lightning,4
cascades,2
sky,3
visible,1
stray,1
thunder,2
follows,3
almost,2
immediately,1
non,1
pauly,5
leans,1
bolt,2
descends,2
heavens,1
whomp,1
strikes,1
dead,3
scorching,1
roof,2
dilated,1
inward,1
opening,2
older,1
wild,1
white,1
einstein,3
clutches,1
chest,2
heart,7
attack,1
victim,1
lips,3
call,1
fades,1
ominously,1
roaring,1
once,1
dozen,1
flashes,1
exact,1
kaboom,1
plume,1
smoke,1
punctured,1
move,5
stock,1
shot,2
landing,1
lax,1
landmark,1
spider,1
restaurant,1
rental,1
crosses,1
lot,2
rent,1
employee,2
rented,1
hicle,1
cept,1
says,1
hollywood,1
north,1
long,4
beach,2
pedro,3
south,2
house,9
parks,1
grand,1
seed,1
ditto,2
neighborhood,1
eleven,2
cracked,1
sidewalk,2
sagging,1
porch,2
signs,1
something,2
locked,1
rummages,1
ring,1
stuck,1
presses,1
tires,1
police,1
sirens,1
blare,1
lit,1
bubble,1
clutching,1
voices,3
shouting,1
foreign,1
jabbering,1
policemen,1
bark,1
loudspeakers,1
walkie,1
talkies,1
raps,1
frantic,1
harder,1
thunk,1
picks,2
glare,1
jams,1
twists,2
bursts,1
darkened,1
foyer,1
doormat,1
sprawls,1
gunshot,1
erupts,1
drops,2
convulsed,1
fear,1
snaps,4
alexander,32
bathrobe,1
slippers,1
shaking,1
shotgun,2
struggles,1
breathe,1
staccato,1
gun,3
shock,2
must,1
bar,1
tea,2
kettle,1
whistles,1
recomposed,1
burners,1
anger,2
movement,1
restlessness,1
feeble,1
pours,1
filling,1
glasses,1
doubles,1
look,5
stirs,1
lump,1
sugar,1
contemptuous,1
great,1
lifts,1
kitchen,1
spins,1
straddles,1
built,1
transfer,1
digital,1
bits,1
land,1
wrote,1
tcp,1
ip,1
protocol,1
tapping,1
temples,1
obgyn,1
birth,1
taken,2
shoots,1
upright,1
sash,3
windows,2
covered,1
impenetrable,1
iron,1
grates,1
isolation,1
armed,1
biblical,1
spoof,1
crazed,1
father,2
firing,1
taking,2
medication,1
waste,1
everyday,1
input,1
information,1
ask,1
questions,1
celebrated,1
bring,1
pulling,1
particular,1
switching,1
station,1
dad,1
shoves,1
trash,1
miss,3
spare,1
measurements,1
results,1
half,1
precious,1
liters,1
parquet,1
softer,1
mean,1
nurture,1
uncomfortably,1
mood,1
eighty,1
nonchalance,2
name,3
excuse,1
met,1
dab,1
rubs,1
restorer,1
wanders,1
wired,1
incredulous,2
thump,2
thumping,1
calls,1
shoot,1
good,1
paces,1
surprised,1
standing,1
kidding,1
ourselves,1
even,1
exist,1
wharf,5
slogs,1
running,2
homeless,1
people,2
slipping,1
shadows,1
accordian,1
bore,1
fifty,1
years,1
young,1
hope,1
mathematical,1
formula,1
numbers,1
inscribed,1
erased,1
considered,1
measured,1
heard,1
fast,1
enough,1
because,2
hadn,1
created,2
foghorn,1
bellows,1
spots,1
pink,1
neon,2
tatto,1
parlor,1
bigger,2
mimicing,1
beating,1
organ,1
tracks,1
play,1
ground,1
zero,1
finally,1
wins,1
unleashed,1
rolling,1
whooshing,1
ships,1
dock,1
harbor,1
obliterated,1
onrushing,1
transparent,1
cloud,1
emptiness,2
tabula,1
rasa,1
superimposed,1
disappeared,1
knees,1
hammered,1
victory,1
numb,1
ecstasy,1
completely,1
vitals,1
flatlined,1
piece,1
floats,1
saver,1
uncle,4
belongs,1
magic,2
hatter,1
hat,1
potpourri,1
found,1
item,1
clothing,1
baptist,1
preacher,1
pulpit,1
feel,2
bones,1
calm,1
serene,1
effortlessly,1
upstairs,1
ornate,1
tile,1
stream,2
hot,1
cleansing,1
began,1
ago,1
guest,1
dresses,1
smell,1
texture,1
fresh,1
bed,2
clock,1
tugs,1
rise,1
parking,1
stretches,1
musty,1
bedspread,1
carved,1
plaster,1
cranes,1
tell,2
falls,1
boom,1
dam,1
flood,1
laughter,1
belly,1
chuckle,1
guffaws,1
mile,1
sparkle,1
tear,1
doorbell,1
rings,1
jumps,3
bounds,1
stairs,1
ushering,1
living,2
room,2
arrives,1
guess,1
dinner,1
leave,1
wait,1
arm,1
cold,1
excited,1
understand,1
boy,1
stumbled,1
pirate,1
treasure,1
materialized,1
feeling,1
feelings,1
create,1
pool,1
along,1
rims,1
hiding,1
those,1
photographed,1
afraid,1
stealing,1
souls,1
came,1
keep,1
leaving,1
deflates,1
boyfriend,1
passenger,1
drive,1
circles,1
agitated,1
motor,1
sprints,1
headlights,1
flash,1
pre,1
dawn,1
grips,2
feigns,1
merge,1
highway,1
pearls,2
whose,1
shape,1
recalls,1
original,1
inner,1
part,1
physical,2
constructed,1
parts,1
pearl,1
web,1
connections,1
interdependence,1
entrance,1
checks,1
filled,1
bobbing,1
headlight,2
locks,1
blinding,1
split,1
gasps,1
herself,1
seems,1
lift,1
train,1
oblivious,1
checking,1
watch,1
understanding,1
flooding,1
whooshes,1
remains,1
slamming,1
chain,1
reaction,1
vehicles,1
fish,1
tailing,1
quick,1
succession,1
images,1
colliding,1
exchanging,1
traffic,1
halting,1
scorched,1
plowed,1
ditching,1
lengths,1
churning,1
sparks,1
jump,1
portions,1
cable,2
gliding,1
intertwine,1
touch,1
lighting,1
electromagnetic,1
spectrum,1
radio,1
wave,1
satellite,1
feed,1
fiber,1
stretching,1
possible,1
sea,1
pulsing,1
